placard_type,hazmat_class_railstate,hazmat_class_cfr,hazmat_name_cfr,hazmat_name_census,in_railstate,in_cfr,in_census,count_placard_type_railstate
UN1195,3,3,Ethyl propionate,Ethyl propionate,TRUE,TRUE,TRUE,46
UN1587,6.1,6.1,Copper cyanide,Copper cyanide,TRUE,TRUE,TRUE,46
UN1009,2.2,2.2,"Bromotrifluoromethane or Refrigerant gas, R 13B1.","Bromotrifluoromethane or Refrigerant gas, R 13B1.",TRUE,TRUE,TRUE,45
UN1767,8,8,Diethyldichlorosilane,Diethyldichlorosilane,TRUE,TRUE,TRUE,45
UN1053,2.3,2.3,Hydrogen sulfide,Hydrogen sulfide,TRUE,TRUE,TRUE,44
UN1493,5.1,5.1,Silver nitrate,Silver nitrate,TRUE,TRUE,TRUE,44
UN3425,8,8,"Bromoacetic acid, solid","Bromoacetic acid, solid",TRUE,TRUE,TRUE,43
UN1002,2.2,2.2,"Air, compressed","Air, compressed",TRUE,TRUE,TRUE,42
UN1066,2.2,2.2,"Nitrogen, compressed","Nitrogen, compressed",TRUE,TRUE,TRUE,42
UN3357,3,3,"Nitroglycerin mixture, desensitized, liquid, n.o.s. with not more than 30% nitroglycerin, by mass","Nitroglycerin mixture, desensitized, liquid, n.o.s. with not more than 30% nitroglycerin, by mass",TRUE,TRUE,TRUE,41
UN1023,2.3,2.3,"Coal gas, compressed","Coal gas, compressed",TRUE,TRUE,TRUE,40
UN1330,4.1,4.1,Manganese resinate,Manganese resinate,TRUE,TRUE,TRUE,40
UN1160,3,3,Dimethylamine solution,Dimethylamine solution,TRUE,TRUE,TRUE,39
UN3235,4.1,4.1,"Self-reactive liquid type D, temperature controlled","Self-reactive liquid type D, temperature controlled",TRUE,TRUE,TRUE,39
UN1060,2.1,2.1,"Methyl acetylene and propadiene mixtures, stabilized","Methyl acetylene and propadiene mixtures, stabilized",TRUE,TRUE,TRUE,38
UN1702,6.1,6.1,"1,1,2,2-Tetrachloroethane","1,1,2,2-Tetrachloroethane",TRUE,TRUE,TRUE,38
UN3087,5.1,5.1,"Oxidizing solid, toxic, n.o.s.","Oxidizing solid, toxic, n.o.s.",TRUE,TRUE,TRUE,38
UN1045,2.3,2.3,"Fluorine, compressed","Fluorine, compressed",TRUE,TRUE,TRUE,37
UN1393,4.3,4.3,"Alkaline earth metal alloys, n.o.s","Alkaline earth metal alloys, n.o.s",TRUE,TRUE,TRUE,37
UN1673,6.1,6.1,Phenylenediamines (o-; m-; p-;),Phenylenediamines (o-; m-; p-;),TRUE,TRUE,TRUE,37
UN1957,2.1,2.1,"Deuterium, compressed","Deuterium, compressed",TRUE,TRUE,TRUE,37
UN1036,2.1,2.1,Ethylamine,Ethylamine,TRUE,TRUE,TRUE,36
UN1953,2.3,2.3,"Compressed gas, toxic, flammable, n.o.s. Inhalation Hazard Zone C #OR# Compressed gas, toxic, flammable, n.o.s. Inhalation Hazard Zone D #OR# Compressed gas, toxic, flammable, n.o.s. Inhalation hazard Zone A #OR# Compressed gas, toxic, flammable, n.o.s. Inhalation hazard Zone B","Compressed gas, toxic, flammable, n.o.s. Inhalation hazard Zone A #OR# Compressed gas, toxic, flammable, n.o.s. Inhalation hazard Zone B #OR# Compressed gas, toxic, flammable, n.o.s. Inhalation Hazard Zone C #OR# Compressed gas, toxic, flammable, n.o.s. Inhalation Hazard Zone D",TRUE,TRUE,TRUE,36
UN3237,4.1,4.1,"Self-reactive liquid type E, temperature controlled","Self-reactive liquid type E, temperature controlled",TRUE,TRUE,TRUE,36
UN1263,3,3,"Paint (including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler and liquid lacquer base) #OR# Paint related material including paint thinning, drying, removing, or reducing compound","Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler and liquid lacquer base #OR# Paint related material including paint thinning, drying, removing, or reducing compound",TRUE,TRUE,TRUE,35
UN1282,3,3,Pyridine,Pyridine,TRUE,TRUE,TRUE,35
UN1809,6.1,6.1,Phosphorus trichloride,Phosphorus trichloride,TRUE,TRUE,TRUE,35
UN1897,6.1,6.1,Tetrachloroethylene,Tetrachloroethylene,TRUE,TRUE,TRUE,35
UN2581,8,8,"Aluminum chloride, solution","Aluminum chloride, solution",TRUE,TRUE,TRUE,35
UN1120,3,3,Butanols,Butanols,TRUE,TRUE,TRUE,34
UN2257,4.3,4.3,Potassium,Potassium,TRUE,TRUE,TRUE,34
UN2924,3,3,"Flammable liquids, corrosive, n.o.s.","Flammable liquids, corrosive, n.o.s.",TRUE,TRUE,TRUE,34
UN1268,NA,3,"Petroleum distillates, n.o.s. or Petroleum products, n.o.s.","Petroleum distillates, n.o.s. or Petroleum products, n.o.s.",TRUE,TRUE,TRUE,33
UN1287,3,3,Rubber solution,Rubber solution,TRUE,TRUE,TRUE,33
UN1324,4.1,4.1,"Films, nitrocellulose base, gelatine coated (except scrap)","Films, nitrocellulose base, gelatine coated (except scrap)",TRUE,TRUE,TRUE,33
UN1918,3,3,Isopropylbenzene,Isopropylbenzene,TRUE,TRUE,TRUE,33
UN1011,2.1,2.1,"Butane see also Petroleum gases, liquefied","Butane see also Petroleum gases, liquefied",TRUE,TRUE,TRUE,32
UN1251,6.1,6.1,"Methyl vinyl ketone, stabilized","Methyl vinyl ketone, stabilized",TRUE,TRUE,TRUE,32
UN1860,2.1,2.1,"Vinyl fluoride, stabilized","Vinyl fluoride, stabilized",TRUE,TRUE,TRUE,32
UN1275,3,3,Propionaldehyde,Propionaldehyde,TRUE,TRUE,TRUE,31
UN1873,5.1,5.1,"Perchloric acid with more than 50 percent but not more than 72 percent acid, by mass","Perchloric acid with more than 50 percent but not more than 72 percent acid, by mass",TRUE,TRUE,TRUE,31
UN1903,8,8,"Disinfectant, liquid, corrosive, n.o.s #OR# Disinfectants, liquid, corrosive n.o.s.","Disinfectant, liquid, corrosive, n.o.s #OR# Disinfectants, liquid, corrosive n.o.s.",TRUE,TRUE,TRUE,31
UN2428,5.1,5.1,"Sodium chlorate, aqueous solution","Sodium chlorate, aqueous solution",TRUE,TRUE,TRUE,31
UN3092,3,3,1-Methoxy-2-propanol,1-Methoxy-2-propanol,TRUE,TRUE,TRUE,31
UN1146,3,3,Cyclopentane,Cyclopentane,TRUE,TRUE,TRUE,30
UN1213,3,3,Isobutyl acetate,Isobutyl acetate,TRUE,TRUE,TRUE,30
UN1250,3,3,Methyltrichlorosilane,Methyltrichlorosilane,TRUE,TRUE,TRUE,30
UN2420,2.3,2.3,Hexafluoroacetone,Hexafluoroacetone,TRUE,TRUE,TRUE,30
UN1262,NA,3,Octanes,Octanes,TRUE,TRUE,TRUE,29
UN3483,6.1,6.1,"Motor fuel anti-knock mixture, flammable","Motor fuel anti-knock mixture, flammable",TRUE,TRUE,TRUE,29
UN0257,1.4B,1.4B,"Fuzes, detonating","Fuzes, detonating",TRUE,TRUE,TRUE,28
UN1087,2.1,2.1,"Vinyl methyl ether, stabilized","Vinyl methyl ether, stabilized",TRUE,TRUE,TRUE,28
UN1405,4.3,4.3,Calcium silicide,Calcium silicide,TRUE,TRUE,TRUE,28
UN1266,3,3,Perfumery products with flammable solvents,Perfumery products with flammable solvents,TRUE,TRUE,TRUE,27
UN2586,8,8,"Alkyl sulfonic acids, liquid or Aryl sulfonic acids, liquid with not more than 5 percent free sulfuric acid","Alkyl sulfonic acids, liquid or Aryl sulfonic acids, liquid with not more than 5 percent free sulfuric acid",TRUE,TRUE,TRUE,27
UN3257,NA,9,"Elevated temperature liquid, n.o.s., at or above 100 C and below its flash point (including molten metals, molten salts, etc.)","Elevated temperature liquid, n.o.s., at or above 100 C and below its flash point (including molten metals, molten salts, etc.)",TRUE,TRUE,TRUE,27
UN3293,6.1,6.1,"Hydrazine, aqueous solution, with not more than 37 percent hydrazine, by mass","Hydrazine, aqueous solution, with not more than 37 percent hydrazine, by mass",TRUE,TRUE,TRUE,27
UN1233,3,3,Methylamyl acetate,Methylamyl acetate,TRUE,TRUE,TRUE,26
UN1305,3,3,Vinyltrichlorosilane,Vinyltrichlorosilane,TRUE,TRUE,TRUE,26
UN1264,3,3,Paraldehyde,Paraldehyde,TRUE,TRUE,TRUE,25
UN1473,5.1,5.1,Magnesium bromate,Magnesium bromate,TRUE,TRUE,TRUE,25
UN3057,2.3,2.3,Trifluoroacetyl chloride,Trifluoroacetyl chloride,TRUE,TRUE,TRUE,25
UN3163,2.2,2.2,"Liquefied gas, n.o.s.","Liquefied gas, n.o.s.",TRUE,TRUE,TRUE,25
UN3259,8,8,"Amines, solid, corrosive, n.o.s., or Polyamines, solid, corrosive n.o.s.","Amines, solid, corrosive, n.o.s., or Polyamines, solid, corrosive n.o.s.",TRUE,TRUE,TRUE,25
UN1033,2.1,2.1,Dimethyl ether,Dimethyl ether,TRUE,TRUE,TRUE,24
UN1065,2.2,2.2,"Neon, compressed","Neon, compressed",TRUE,TRUE,TRUE,24
UN1237,3,3,Methyl butyrate,Methyl butyrate,TRUE,TRUE,TRUE,24
UN1373,4.2,4.2,"Fibers or Fabrics, animal or vegetable or Synthetic, n.o.s. with animal or vegetable oil","Fibers or Fabrics, animal or vegetable or Synthetic, n.o.s. with animal or vegetable oil",TRUE,TRUE,TRUE,23
UN1499,5.1,5.1,Sodium nitrate and potassium nitrate mixtures,Sodium nitrate and potassium nitrate mixtures,TRUE,TRUE,TRUE,23
UN1605,6.1,6.1,Ethylene dibromide,Ethylene dibromide,TRUE,TRUE,TRUE,23
UN1983,2.2,2.2,"1-Chloro-2,2,2-trifluoroethane or Refrigerant gas R 133a","1-Chloro-2,2,2-trifluoroethane or Refrigerant gas R 133a",TRUE,TRUE,TRUE,23
UN1231,3,3,Methyl acetate,Methyl acetate,TRUE,TRUE,TRUE,22
UN1415,4.3,4.3,Lithium,Lithium,TRUE,TRUE,TRUE,22
UN1707,6.1,6.1,"Thallium compounds, n.o.s","Thallium compounds, n.o.s",TRUE,TRUE,TRUE,22
UN1868,4.1,4.1,Decaborane,Decaborane,TRUE,TRUE,TRUE,22
UN1976,2.2,2.2,"Octafluorocyclobutane, or Refrigerant gas RC 318","Octafluorocyclobutane, or Refrigerant gas RC 318",TRUE,TRUE,TRUE,22
UN3073,6.1,6.1,"Vinylpyridines, stabilized","Vinylpyridines, stabilized",TRUE,TRUE,TRUE,22
UN3384,6.1,6.1,"Toxic by inhalation liquid, flammable, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50","Toxic by inhalation liquid, flammable, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",TRUE,TRUE,TRUE,22
UN1242,4.3,4.3,Methyldichlorosilane,Methyldichlorosilane,TRUE,TRUE,TRUE,21
UN1295,4.3,4.3,Trichlorosilane,Trichlorosilane,TRUE,TRUE,TRUE,21
UN1333,4.1,4.1,"Cerium, slabs, ingots, or rods","Cerium, slabs, ingots, or rods",TRUE,TRUE,TRUE,21
UN1800,8,8,Octadecyltrichlorosilane,Octadecyltrichlorosilane,TRUE,TRUE,TRUE,21
UN1863,NA,3,"Fuel, aviation, turbine engine","Fuel, aviation, turbine engine",TRUE,TRUE,TRUE,21
UN1865,3,3,n-Propyl nitrate,n-Propyl nitrate,TRUE,TRUE,TRUE,21
UN1902,8,8,Diisooctyl acid phosphate,Diisooctyl acid phosphate,TRUE,TRUE,TRUE,21
UN3250,6.1,6.1,"Chloroacetic acid, molten","Chloroacetic acid, molten",TRUE,TRUE,TRUE,21
UN1020,2.2,2.2,Chloropentafluoroethane or Refrigerant gas R 115,Chloropentafluoroethane or Refrigerant gas R 115,TRUE,TRUE,TRUE,20
UN1300,3,3,Turpentine substitute,Turpentine substitute,TRUE,TRUE,TRUE,20
UN1802,8,8,Perchloric acid with not more than 50 percent acid by mass,Perchloric acid with not more than 50 percent acid by mass,TRUE,TRUE,TRUE,20
UN2050,3,3,"Diisobutylene, isomeric compounds","Diisobutylene, isomeric compounds",TRUE,TRUE,TRUE,20
UN3255,4.2,4.2,tert-Butyl hypochlorite,tert-Butyl hypochlorite,TRUE,TRUE,TRUE,20
UN3275,6.1,6.1,"Nitriles, toxic, flammable, n.o.s.","Nitriles, toxic, flammable, n.o.s.",TRUE,TRUE,TRUE,20
UN1203,NA,3,"Gasoline includes gasoline mixed with ethyl alcohol, with not more than 10% alcohol","Gasoline includes gasoline mixed with ethyl alcohol, with not more than 10% alcohol",TRUE,TRUE,TRUE,19
UN2202,2.3,2.3,"Hydrogen selenide, anhydrous","Hydrogen selenide, anhydrous",TRUE,TRUE,TRUE,19
UN3070,2.2,2.2,"Ethylene oxide and dichlorodifluoromethane mixture, with not more than 12.5 percent ethylene oxide","Ethylene oxide and dichlorodifluoromethane mixture, with not more than 12.5 percent ethylene oxide",TRUE,TRUE,TRUE,19
UN3268,9,9,"Safety devices, electrically initiated","Safety devices, electrically initiated",TRUE,TRUE,TRUE,19
UN3290,6.1,6.1,"Toxic solid, corrosive, inorganic, n.o.s","Toxic solid, corrosive, inorganic, n.o.s",TRUE,TRUE,TRUE,19
UN0267,1.4B,1.4B,"Detonators, non-electric, for blasting","Detonators, non-electric, for blasting",TRUE,TRUE,TRUE,18
UN1001,2.1,2.1,"Acetylene, dissolved","Acetylene, dissolved",TRUE,TRUE,TRUE,18
UN1130,3,3,Camphor oil,Camphor oil,TRUE,TRUE,TRUE,18
UN1222,3,3,Isopropyl nitrate,Isopropyl nitrate,TRUE,TRUE,TRUE,18
UN1293,3,3,"Tinctures, medicinal","Tinctures, medicinal",TRUE,TRUE,TRUE,18
UN1669,6.1,6.1,Pentachloroethane,Pentachloroethane,TRUE,TRUE,TRUE,18
UN1769,8,8,Diphenyldichlorosilane,Diphenyldichlorosilane,TRUE,TRUE,TRUE,18
UN1824,NA,8,Sodium hydroxide solution,Sodium hydroxide solution,TRUE,TRUE,TRUE,18
UN1990,9,9,Benzaldehyde,Benzaldehyde,TRUE,TRUE,TRUE,18
UN2023,6.1,6.1,Epichlorohydrin,Epichlorohydrin,TRUE,TRUE,TRUE,18
UN2205,6.1,6.1,Adiponitrile,Adiponitrile,TRUE,TRUE,TRUE,18
UN3410,6.1,6.1,"4-Chloro-o-toluidine hydrochloride, solution","4-Chloro-o-toluidine hydrochloride, solution",TRUE,TRUE,TRUE,18
UN1016,2.3,2.3,"Carbon monoxide, compressed","Carbon monoxide, compressed",TRUE,TRUE,TRUE,17
UN1089,3,3,Acetaldehyde,Acetaldehyde,TRUE,TRUE,TRUE,17
UN1435,4.3,4.3,Zinc ashes,Zinc ashes,TRUE,TRUE,TRUE,17
UN1780,8,8,Fumaryl chloride,Fumaryl chloride,TRUE,TRUE,TRUE,17
UN1971,2.1,2.1,"Methane, compressed or Natural gas, compressed (with high methane content)","Methane, compressed or Natural gas, compressed (with high methane content)",TRUE,TRUE,TRUE,17
UN2059,3,3,"Nitrocellulose, solution, flammable with not more than 12.6 percent nitrogen, by mass, and not more than 55 percent nitrocellulose","Nitrocellulose, solution, flammable with not more than 12.6 percent nitrogen, by mass, and not more than 55 percent nitrocellulose",TRUE,TRUE,TRUE,17
UN3299,2.2,2.2,Ethylene oxide and tetrafluoroethane mixture with not more than 5.6 percent ethylene oxide,Ethylene oxide and tetrafluoroethane mixture with not more than 5.6 percent ethylene oxide,TRUE,TRUE,TRUE,17
UN3474,4.1,4.1,"1-Hydroxybenzotriazole, monohydrate","1-Hydroxybenzotriazole, monohydrate",TRUE,TRUE,TRUE,17
UN3478,2.1,2.1,"Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing liquefied flammable gas","Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing liquefied flammable gas",TRUE,TRUE,TRUE,17
UN1218,3,3,"Isoprene, stabilized","Isoprene, stabilized",TRUE,TRUE,TRUE,16
UN1573,6.1,6.1,Calcium arsenate,Calcium arsenate,TRUE,TRUE,TRUE,16
UN1662,6.1,6.1,Nitrobenzene,Nitrobenzene,TRUE,TRUE,TRUE,16
UN1709,6.1,6.1,"2,4-Toluylenediamine, solid or 2,4-Toluenediamine, solid","2,4-Toluylenediamine, solid or 2,4-Toluenediamine, solid",TRUE,TRUE,TRUE,16
UN3005,6.1,6.1,"Thiocarbamate pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C","Thiocarbamate pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",TRUE,TRUE,TRUE,16
UN3422,6.1,6.1,Potassium fluoride solution,Potassium fluoride solution,TRUE,TRUE,TRUE,16
UN3471,8,8,"Hydrogendifluoride solution, n.o.s","Hydrogendifluoride solution, n.o.s",TRUE,TRUE,TRUE,16
UN1006,2.2,2.2,"Argon, compressed","Argon, compressed",TRUE,TRUE,TRUE,15
UN1008,2.3,2.3,Boron trifluoride,Boron trifluoride,TRUE,TRUE,TRUE,15
UN1157,3,3,Diisobutyl ketone,Diisobutyl ketone,TRUE,TRUE,TRUE,15
UN1234,3,3,Methylal,Methylal,TRUE,TRUE,TRUE,15
UN1833,8,8,Sulfurous acid,Sulfurous acid,TRUE,TRUE,TRUE,15
UN1834,6.1,6.1,Sulfuryl chloride,Sulfuryl chloride,TRUE,TRUE,TRUE,15
UN1905,8,8,Selenic acid,Selenic acid,TRUE,TRUE,TRUE,15
UN1970,2.2,2.2,"Krypton, refrigerated liquid (cryogenic liquid)","Krypton, refrigerated liquid (cryogenic liquid)",TRUE,TRUE,TRUE,15
UN3215,5.1,5.1,"Persulfates, inorganic, n.o.s.","Persulfates, inorganic, n.o.s.",TRUE,TRUE,TRUE,15
UN3261,8,8,"Corrosive solid, acidic, organic, n.o.s","Corrosive solid, acidic, organic, n.o.s.",TRUE,TRUE,TRUE,15
UN3296,2.2,2.2,Heptafluoropropane or Refrigerant gas R 227,Heptafluoropropane or Refrigerant gas R 227,TRUE,TRUE,TRUE,15
UN1039,2.1,2.1,Ethyl methyl ether,Ethyl methyl ether,TRUE,TRUE,TRUE,14
UN1962,2.1,2.1,Ethylene,Ethylene,TRUE,TRUE,TRUE,14
UN2010,4.3,4.3,Magnesium hydride,Magnesium hydride,TRUE,TRUE,TRUE,14
UN2651,6.1,6.1,"4,4′-Diaminodiphenyl methane","4,4′-Diaminodiphenyl methane",TRUE,TRUE,TRUE,14
UN3011,6.1,6.1,"Mercury based pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C","Mercury based pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",TRUE,TRUE,TRUE,14
UN3115,5.2,5.2,"Organic peroxide type D, liquid, temperature controlled","Organic peroxide type D, liquid, temperature controlled",TRUE,TRUE,TRUE,14
UN3272,3,3,"Esters, n.o.s.","Esters, n.o.s.",TRUE,TRUE,TRUE,14
UN0475,1.1D,1.1D,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",TRUE,TRUE,TRUE,13
UN1005,NA,2.2 #OR# 2.3,"Ammonia, anhydrous #OR# Ammonia, anhydrous","Ammonia, anhydrous",TRUE,TRUE,TRUE,13
UN1026,2.3,2.3,Cyanogen,Cyanogen,TRUE,TRUE,TRUE,13
UN1210,3,3,"Printing ink, flammable or Printing ink related material (including printing ink thinning or reducing compound), flammable","Printing ink, flammable or Printing ink related material (including printing ink thinning or reducing compound), flammable",TRUE,TRUE,TRUE,13
UN1239,6.1,6.1,Methyl chloromethyl ether,Methyl chloromethyl ether,TRUE,TRUE,TRUE,13
UN1507,5.1,5.1,Strontium nitrate,Strontium nitrate,TRUE,TRUE,TRUE,13
UN1730,8,8,"Antimony pentachloride, liquid","Antimony pentachloride, liquid",TRUE,TRUE,TRUE,13
UN1835,8,8,Tetramethylammonium hydroxide solution,Tetramethylammonium hydroxide solution,TRUE,TRUE,TRUE,13
UN1993,NA,3,"Flammable liquids, n.o.s.","Combustible liquid, n.o.s. #OR# Compounds, cleaning liquid #OR# Compounds, tree killing, liquid or Compounds, weed killing, liquid #OR# Diesel fuel #OR# Flammable liquids, n.o.s. #OR# Fuel oil (No. 1, 2, 4, 5, or 6)",TRUE,TRUE,TRUE,13
UN2033,8,8,Potassium monoxide,Potassium monoxide,TRUE,TRUE,TRUE,13
UN2295,6.1,6.1,Methyl chloroacetate,Methyl chloroacetate,TRUE,TRUE,TRUE,13
UN2473,6.1,6.1,Sodium arsanilate,Sodium arsanilate,TRUE,TRUE,TRUE,13
UN3395,4.3,4.3,"Organometallic substance, solid, water-reactive","Organometallic substance, solid, water-reactive",TRUE,TRUE,TRUE,13
UN3457,6.1,6.1,"Chloronitrotoluenes, solid","Chloronitrotoluenes, solid",TRUE,TRUE,TRUE,13
UN0005,1.1F,1.1F,"Cartridges for weapons, with bursting charge","Cartridges for weapons, with bursting charge",TRUE,TRUE,TRUE,12
UN1083,2.1,2.1,"Trimethylamine, anhydrous","Trimethylamine, anhydrous",TRUE,TRUE,TRUE,12
UN1243,3,3,Methyl formate,Methyl formate,TRUE,TRUE,TRUE,12
UN1297,3,3,"Trimethylamine, aqueous solutions with not more than 50 percent trimethylamine by mass","Trimethylamine, aqueous solutions with not more than 50 percent trimethylamine by mass",TRUE,TRUE,TRUE,12
UN1337,4.1,4.1,"Nitrostarch, wetted with not less than 20 percent water, by mass","Nitrostarch, wetted with not less than 20 percent water, by mass",TRUE,TRUE,TRUE,12
UN1403,4.3,4.3,Calcium cyanamide with more than 0.1 percent of calcium carbide,Calcium cyanamide with more than 0.1 percent of calcium carbide,TRUE,TRUE,TRUE,12
UN1407,4.3,4.3,Cesium or Caesium,Cesium or Caesium,TRUE,TRUE,TRUE,12
UN1515,5.1,5.1,Zinc permanganate,Zinc permanganate,TRUE,TRUE,TRUE,12
UN1589,2.3,2.3,"Cyanogen chloride, stabilized","Cyanogen chloride, stabilized",TRUE,TRUE,TRUE,12
UN1813,8,8,"Potassium hydroxide, solid","Potassium hydroxide, solid",TRUE,TRUE,TRUE,12
UN1982,2.2,2.2,Tetrafluoromethane or Refrigerant gas R 14,Tetrafluoromethane or Refrigerant gas R 14,TRUE,TRUE,TRUE,12
UN2618,3,3,"Vinyltoluenes, stabilized","Vinyltoluenes, stabilized",TRUE,TRUE,TRUE,12
UN2821,6.1,6.1,Phenol solutions,Phenol solutions,TRUE,TRUE,TRUE,12
UN3220,2.2,2.2,Pentafluoroethane or Refrigerant gas R 125,Pentafluoroethane or Refrigerant gas R 125,TRUE,TRUE,TRUE,12
UN0295,1.2F,1.2F,"Rockets, with bursting charge","Rockets, with bursting charge",TRUE,TRUE,TRUE,11
UN1105,3,3,Pentanols,Pentanols,TRUE,TRUE,TRUE,11
UN1110,3,3,n-Amyl methyl ketone,n-Amyl methyl ketone,TRUE,TRUE,TRUE,11
UN1671,6.1,6.1,"Phenol, solid","Phenol, solid",TRUE,TRUE,TRUE,11
UN1830,NA,8,Sulfuric acid with more than 51 percent acid,Sulfuric acid with more than 51 percent acid,TRUE,TRUE,TRUE,11
UN1951,NA,2.2,"Argon, refrigerated liquid (cryogenic liquid)","Argon, refrigerated liquid (cryogenic liquid)",TRUE,TRUE,TRUE,11
UN2013,4.3,4.3,Strontium phosphide,Strontium phosphide,TRUE,TRUE,TRUE,11
UN2054,8,8,Morpholine,Morpholine,TRUE,TRUE,TRUE,11
UN2073,2.2,2.2,"Ammonia solution, relative density less than 0.880 at 15 degrees C in water, with more than 35 percent but not more than 50 percent ammonia","Ammonia solution, relative density less than 0.880 at 15 degrees C in water, with more than 35 percent but not more than 50 percent ammonia",TRUE,TRUE,TRUE,11
UN2794,8,8,"Batteries, wet, filled with acid, electric storage","Batteries, wet, filled with acid, electric storage",TRUE,TRUE,TRUE,11
UN3002,6.1,6.1,"Phenyl urea pesticides, liquid, toxic","Phenyl urea pesticides, liquid, toxic",TRUE,TRUE,TRUE,11
UN3082,NA,9,"Environmentally hazardous substance, liquid, n.o.s.","Environmentally hazardous substance, liquid, n.o.s. #OR# Hazardous waste, liquid, n.o.s. #OR# Other regulated substances, liquid, n.o.s",TRUE,TRUE,TRUE,11
UN3113,5.2,5.2,"Organic peroxide type C, liquid, temperature controlled","Organic peroxide type C, liquid, temperature controlled",TRUE,TRUE,TRUE,11
UN3216,5.1,5.1,"Persulfates, inorganic, aqueous solution, n.o.s","Persulfates, inorganic, aqueous solution, n.o.s",TRUE,TRUE,TRUE,11
UN3253,8,8,Disodium trioxosilicate,Disodium trioxosilicate,TRUE,TRUE,TRUE,11
